palabra,estado,información
ἠθέλησας,pendiente,
ἠθέλησεν,pendiente,
ἠθέτησαν,pendiente,
ἠθελήσαμεν,pendiente,
ἠθελήσατε,pendiente,
ἠθροισμένους,pendiente,
ἠκαιρεῖσθε,pendiente,
ἠκολουθήκαμέν,pendiente,
ἠκολουθήσαμέν,pendiente,
ἠκολούθει,pendiente,
ἠκολούθησαν,pendiente,
ἠκολούθησεν,pendiente,
ἠκολούθουν,pendiente,
ἠκούσαμεν,pendiente,
ἠκούσατέ,pendiente,
ἠκούσατε,pendiente,
ἠκούσθη,pendiente,
ἠκρίβωσεν,pendiente,
ἠκυρώσατε,pendiente,
ἠλάττωσας,pendiente,
ἠλέησέν,pendiente,
ἠλέησα,pendiente,
ἠλέησεν,pendiente,
ἠλίαν,pendiente,
ἠλίας,pendiente,
ἠλίου,pendiente,
ἠλίᾳ,pendiente,
ἠλαττωμένον,pendiente,
ἠλαττόνησεν,pendiente,
ἠλαύνετο,pendiente,
ἠλεήθημεν,pendiente,
ἠλεήθην,pendiente,
ἠλεήθητε,pendiente,
ἠλεημένοι,pendiente,
ἠλεημένος,pendiente,
ἠλευθέρωσέν,pendiente,
ἠλευθέρωσεν,pendiente,
ἠλπίζομεν,pendiente,
ἠλπίκαμεν,pendiente,
ἠλπίκατε,pendiente,
ἠλπίσαμεν,pendiente,
ἠλπικέναι,pendiente,
ἠλπικότες,pendiente,
ἠλὶ,pendiente,
ἠμέλησα,pendiente,
ἠμφιεσμένον,pendiente,
ἠμύνατο,pendiente,
ἠνάγκαζον,pendiente,
ἠνάγκασεν,pendiente,
ἠνέχθη,pendiente,
ἠνέῳξέν,pendiente,
ἠναγκάσατε,pendiente,
ἠναγκάσθη,pendiente,
ἠναγκάσθην,pendiente,
ἠνεῳγμένη,pendiente,
ἠνεῳγμένην,pendiente,
ἠνεῳγμένον,pendiente,
ἠνεῴχθησάν,pendiente,
ἠνεῴχθησαν,pendiente,
ἠνοίγη,pendiente,
ἠνοίγησαν,pendiente,
ἠνοίχθη,pendiente,
ἠνοίχθησαν,pendiente,
ἠντληκότες,pendiente,
ἠξίου,pendiente,
ἠξίωσα,pendiente,
ἠξίωται,pendiente,
ἠπίστησάν,pendiente,
ἠπίστησαν,pendiente,
ἠπίστουν,pendiente,
ἠπατήθη,pendiente,
ἠπείθησαν,pendiente,
ἠπείθουν,pendiente,
ἠπείλει,pendiente,
ἠπειθήσατε,pendiente,
ἠπόρει,pendiente,
ἠρέθισεν,pendiente,
ἠρίθμηνται,pendiente,
ἠρίστησαν,pendiente,
ἠργάζετο,pendiente,
ἠργάσατο,pendiente,
ἠρημωμένην,pendiente,
ἠρημώθη,pendiente,
ἠριθμημέναι,pendiente,
ἠρμένον,pendiente,
ἠρνήσαντο,pendiente,
ἠρνήσασθε,pendiente,
ἠρνήσατο,pendiente,
ἠρνήσω,pendiente,
ἠρνεῖτο,pendiente,
ἠρνημένοι,pendiente,
ἠρτυμένος,pendiente,
ἠρώτα,pendiente,
ἠρώτησαν,pendiente,
ἠρώτησεν,pendiente,
ἠρώτουν,pendiente,
ἠρώτων,pendiente,
ἠσέβησαν,pendiente,
ἠσαΐαν,pendiente,
ἠσαΐας,pendiente,
ἠσαΐου,pendiente,
ἠσαΐᾳ,pendiente,
ἠσαῦ,pendiente,
ἠσθένει,pendiente,
ἠσθένησα,pendiente,
ἠσθένησεν,pendiente,
ἠσθενήκαμεν,pendiente,
ἠσπάζοντο,pendiente,
ἠσπάσατο,pendiente,
ἠστόχησαν,pendiente,
ἠσφαλίσαντο,pendiente,
ἠσφαλίσατο,pendiente,
ἠτίμασαν,pendiente,
ἠτακτήσαμεν,pendiente,
ἠτιμάσατε,pendiente,
ἠχρεώθησαν,pendiente,
ἠχῶν,pendiente,
ἡ,pendiente,
ἡγήσασθε,pendiente,
ἡγήσατο,pendiente,
ἡγίασεν,pendiente,
ἡγίασται,pendiente,
ἡγείσθωσαν,pendiente,
ἡγεμονίας,pendiente,
ἡγεμονεύοντος,pendiente,
ἡγεμόνα,pendiente,
ἡγεμόνας,pendiente,
ἡγεμόνι,pendiente,
ἡγεμόνος,pendiente,
ἡγεμόνων,pendiente,
ἡγεμόσιν,pendiente,
ἡγεμὼν,pendiente,
ἡγεῖσθαι,pendiente,
ἡγεῖσθε,pendiente,
ἡγησάμενος,pendiente,
ἡγησάμην,pendiente,
ἡγιάσθη,pendiente,
ἡγιάσθητε,pendiente,
ἡγιασμένη,pendiente,
ἡγιασμένοι,pendiente,
ἡγιασμένοις,pendiente,
ἡγιασμένον,pendiente,
ἡγνικότες,pendiente,
ἡγνισμένον,pendiente,
ἡγουμένοις,pendiente,
ἡγουμένους,pendiente,
ἡγουμένων,pendiente,
ἡγούμενοι,pendiente,
ἡγούμενον,pendiente,
ἡγούμενος,pendiente,
ἡγοῦμαι,pendiente,
ἡγοῦνται,pendiente,
ἡδέως,pendiente,
ἡδοναῖς,pendiente,
ἡδονὴν,pendiente,
ἡδονῶν,pendiente,
ἡδύοσμον,pendiente,
ἡλίκην,pendiente,
ἡλίκον,pendiente,
ἡλίου,pendiente,
ἡλίῳ,pendiente,
ἡλικίαν,pendiente,
ἡλικίας,pendiente,
ἡλικίᾳ,pendiente,
ἡμέρα,pendiente,
ἡμέραι,pendiente,
ἡμέραις,pendiente,
ἡμέραν,pendiente,
ἡμέρας,pendiente,
ἡμέρᾳ,pendiente,
ἡμέτεροι,pendiente,
ἡμίσιά,pendiente,
ἡμίσους,pendiente,
ἡμαρτήκαμεν,pendiente,
ἡμερῶν,pendiente,
ἡμετέρα,pendiente,
ἡμετέραις,pendiente,
ἡμετέραν,pendiente,
ἡμετέρας,pendiente,
ἡμετέροις,pendiente,
ἡμετέρων,pendiente,
ἡμεῖς,pendiente,
ἡμιθανῆ,pendiente,
ἡμιώριον,pendiente,
ἡμᾶς,pendiente,
ἡμῖν,pendiente,
ἡμῶν,pendiente,
ἡνίκα,pendiente,
ἡρμοσάμην,pendiente,
ἡρπάγη,pendiente,
ἡρπάσθη,pendiente,
ἡρῳδίωνα,pendiente,
ἡρῳδιάδα,pendiente,
ἡρῳδιάδος,pendiente,
ἡρῳδιανῶν,pendiente,
ἡρῳδιὰς,pendiente,
ἡρῴδην,pendiente,
ἡρῴδης,pendiente,
ἡρῴδου,pendiente,
ἡρῴδῃ,pendiente,
ἡσσώθητε,pendiente,
ἡσυχάζειν,pendiente,
ἡσυχάσαμεν,pendiente,
ἡσυχίαν,pendiente,
ἡσυχίας,pendiente,
ἡσυχίου,pendiente,
ἡσυχίᾳ,pendiente,
ἡσύχασαν,pendiente,
ἡσύχιον,pendiente,
ἡτοίμακα,pendiente,
ἡτοίμασαν,pendiente,
ἡτοίμασας,pendiente,
ἡτοίμασεν,pendiente,
ἡτοίμασται,pendiente,
ἡτοιμασμένην,pendiente,
ἡτοιμασμένοι,pendiente,
ἡτοιμασμένοις,pendiente,
ἡτοιμασμένον,pendiente,
ἡττῶνται,pendiente,
ἢ,pendiente,
ἢρ,pendiente,
ἣ,pendiente,
ἣν,pendiente,
ἤ,pendiente,
ἤγαγεν,pendiente,
ἤγαγον,pendiente,
ἤγγιζεν,pendiente,
ἤγγικεν,pendiente,
ἤγγισαν,pendiente,
ἤγγισεν,pendiente,
ἤγειραν,pendiente,
ἤγειρεν,pendiente,
ἤγεσθε,pendiente,
ἤγετο,pendiente,
ἤγοντο,pendiente,
ἤδη,pendiente,
ἤθελεν,pendiente,
ἤθελες,pendiente,
ἤθελον,pendiente,
ἤθη,pendiente,
ἤιδει,pendiente,
ἤκμασαν,pendiente,
ἤκουεν,pendiente,
ἤκουον,pendiente,
ἤκουσάς,pendiente,
ἤκουσα,pendiente,
ἤκουσαν,pendiente,
ἤκουσας,pendiente,
ἤκουσεν,pendiente,
ἤλειφεν,pendiente,
ἤλειφον,pendiente,
ἤλειψας,pendiente,
ἤλειψεν,pendiente,
ἤλθαμεν,pendiente,
ἤλθατε,pendiente,
ἤλθομεν,pendiente,
ἤλλαξαν,pendiente,
ἤλπιζέν,pendiente,
ἤλπικεν,pendiente,
ἤμεθα,pendiente,
ἤμελλεν,pendiente,
ἤμελλον,pendiente,
ἤμην,pendiente,
ἤνεγκα,pendiente,
ἤνεγκαν,pendiente,
ἤνεγκεν,pendiente,
ἤνοιξέν,pendiente,
ἤνοιξεν,pendiente,
ἤπερ,pendiente,
ἤπιον,pendiente,
ἤρατε,pendiente,
ἤρεμον,pendiente,
ἤρεσεν,pendiente,
ἤρεσκον,pendiente,
ἤρθη,pendiente,
ἤρνηται,pendiente,
ἤρξαντο,pendiente,
ἤρξαντό,pendiente,
ἤρξατο,pendiente,
ἤρχετο,pendiente,
ἤρχοντο,pendiente,
ἤρχου,pendiente,
ἤσθιον,pendiente,
ἤτοι,pendiente,
ἤτω,pendiente,
ἤφιεν,pendiente,
ἤχθη,pendiente,
ἤχους,pendiente,
ἤχῳ,pendiente,
ἥ,pendiente,
ἥγημαι,pendiente,
ἥδιστα,pendiente,
ἥκασιν,pendiente,
ἥκει,pendiente,
ἥκω,pendiente,
ἥλατο,pendiente,
ἥλιον,pendiente,
ἥλιος,pendiente,
ἥλων,pendiente,
ἥμαρτεν,pendiente,
ἥμαρτες,pendiente,
ἥμαρτον,pendiente,
ἥμισυ,pendiente,
ἥν,pendiente,
ἥξει,pendiente,
ἥξουσιν,pendiente,
ἥξω,pendiente,
ἥρπασεν,pendiente,
ἥτις,pendiente,
ἥττημα,pendiente,
ἥττηται,pendiente,
ἥψαντο,pendiente,
ἥψατο,pendiente,
ἥψατό,pendiente,
ἦγεν,pendiente,
ἦλθαν,pendiente,
ἦλθεν,pendiente,
ἦλθες,pendiente,
ἦλθον,pendiente,
ἦμεν,pendiente,
ἦν,pendiente,
ἦραν,pendiente,
ἦρεν,pendiente,
ἦρκεν,pendiente,
ἦς,pendiente,
ἦσαν,pendiente,
ἦσθα,pendiente,
ἦτε,pendiente,
ἦχος,pendiente,
ἧς,pendiente,
ἧσσον,pendiente,
ἰάθη,pendiente,
ἰάθητε,pendiente,
ἰάκωβον,pendiente,
ἰάκωβος,pendiente,
ἰάννης,pendiente,
ἰάρετ,pendiente,
ἰάσατο,pendiente,
ἰάσεις,pendiente,
ἰάσεως,pendiente,
ἰάσηται,pendiente,
ἰάσομαι,pendiente,
ἰάσονα,pendiente,
ἰάσονος,pendiente,
ἰάσπιδι,pendiente,
ἰάσων,pendiente,
ἰάϊρος,pendiente,
ἰαθήσεται,pendiente,
ἰαθήτω,pendiente,
ἰαθεὶς,pendiente,
ἰαθῆναι,pendiente,
ἰαθῆτε,pendiente,
ἰαθῇ,pendiente,
ἰακώβ,pendiente,
ἰακώβου,pendiente,
ἰακώβῳ,pendiente,
ἰακὼβ,pendiente,
ἰαμάτων,pendiente,
ἰαμβρῆς,pendiente,
ἰανναὶ,pendiente,
ἰατρέ,pendiente,
ἰατροῖς,pendiente,
ἰατροῦ,pendiente,
ἰατρὸς,pendiente,
ἰατρῶν,pendiente,
ἰδίαις,pendiente,
ἰδίαν,pendiente,
ἰδίας,pendiente,
ἰδίοις,pendiente,
ἰδίου,pendiente,
ἰδίους,pendiente,
ἰδίων,pendiente,
ἰδίᾳ,pendiente,
ἰδίῳ,pendiente,
ἰδεῖν,pendiente,
ἰδιώτης,pendiente,
ἰδιώτου,pendiente,
ἰδιῶται,pendiente,
ἰδουμαίας,pendiente,
ἰδού,pendiente,
ἰδοὺ,pendiente,
ἰδοῦσα,pendiente,
ἰδόντες,pendiente,
ἰδών,pendiente,
ἰδὼν,pendiente,
ἰεζάβελ,pendiente,
ἰερεμίαν,pendiente,
ἰερεμίου,pendiente,
ἰεριχώ,pendiente,
ἰεριχὼ,pendiente,
ἰερουσαλήμ,pendiente,
ἰερουσαλὴμ,pendiente,
ἰεσσαί,pendiente,
ἰεσσαὶ,pendiente,
ἰεφθάε,pendiente,
ἰεχονίαν,pendiente,
ἰεχονίας,pendiente,
ἰησοῦ,pendiente,
ἰησοῦν,pendiente,
ἰησοῦς,pendiente,
ἰκμάδα,pendiente,
ἰκονίου,pendiente,
ἰκονίῳ,pendiente,
ἰκόνιον,pendiente,
ἰλλυρικοῦ,pendiente,
ἰορδάνην,pendiente,
ἰορδάνου,pendiente,
ἰορδάνῃ,pendiente,
ἰουδαΐζειν,pendiente,
ἰουδαία,pendiente,
ἰουδαίαν,pendiente,
ἰουδαίας,pendiente,
ἰουδαίοις,pendiente,
ἰουδαίου,pendiente,
ἰουδαίους,pendiente,
ἰουδαίων,pendiente,
ἰουδαίᾳ,pendiente,
ἰουδαίῳ,pendiente,
ἰουδαϊκοῖς,pendiente,
ἰουδαϊκῶς,pendiente,
ἰουδαϊσμῷ,pendiente,
ἰουδαῖοί,pendiente,
ἰουδαῖοι,pendiente,
ἰουδαῖον,pendiente,
ἰουδαῖος,pendiente,
ἰουδαῖός,pendiente,
ἰουλίαν,pendiente,
ἰουλίῳ,pendiente,
ἰουνίαν,pendiente,
ἰούδα,pendiente,
ἰούδαν,pendiente,
ἰούδας,pendiente,
ἰούδᾳ,pendiente,
ἰούλιος,pendiente,
ἰούστου,pendiente,
ἰοῦ,pendiente,
ἰοῦστος,pendiente,
ἰσάγγελοι,pendiente,
ἰσαάκ,pendiente,
ἰσαὰκ,pendiente,
ἰσκαριώθ,pendiente,
ἰσκαριώτην,pendiente,
ἰσκαριώτης,pendiente,
ἰσκαριώτου,pendiente,
ἰσκαριὼθ,pendiente,
ἰσραήλ,pendiente,
ἰσραηλίτης,pendiente,
ἰσραηλῖταί,pendiente,
ἰσραηλῖται,pendiente,
ἰσραὴλ,pendiente,
ἰσσαχὰρ,pendiente,
ἰσχυρά,pendiente,
ἰσχυραί,pendiente,
ἰσχυροί,pendiente,
ἰσχυροὶ,pendiente,
ἰσχυροῦ,pendiente,
ἰσχυρόν,pendiente,
ἰσχυρότεροι,pendiente,
ἰσχυρότερον,pendiente,
ἰσχυρότερος,pendiente,
ἰσχυρότερός,pendiente,
ἰσχυρὰ,pendiente,
ἰσχυρὰν,pendiente,
ἰσχυρὸν,pendiente,
ἰσχυρὸς,pendiente,
ἰσχυρᾶς,pendiente,
ἰσχυρᾷ,pendiente,
ἰσχυρῶν,pendiente,
ἰσχύει,pendiente,
ἰσχύειν,pendiente,
ἰσχύοντες,pendiente,
ἰσχύοντος,pendiente,
ἰσχύος,pendiente,
ἰσχύσαμεν,pendiente,
ἰσχύσατε,pendiente,
ἰσχύσουσιν,pendiente,
ἰσχύω,pendiente,
ἰσχύϊ,pendiente,
ἰσχὺν,pendiente,
ἰσχὺς,pendiente,
ἰσότης,pendiente,
ἰσότητα,pendiente,
ἰσότητος,pendiente,
ἰσότιμον,pendiente,
ἰσόψυχον,pendiente,
ἰταλίαν,pendiente,
ἰταλίας,pendiente,
ἰταλικῆς,pendiente,
ἰτουραίας,pendiente,
ἰχθύας,pendiente,
ἰχθύδια,pendiente,
ἰχθύες,pendiente,
ἰχθύν,pendiente,
ἰχθύος,pendiente,
ἰχθύων,pendiente,
ἰχθὺν,pendiente,
ἰωάννα,pendiente,
ἰωάννην,pendiente,
ἰωάννης,pendiente,
ἰωάννου,pendiente,
ἰωάννῃ,pendiente,
ἰωήλ,pendiente,
ἰωαθάμ,pendiente,
ἰωαθὰμ,pendiente,
ἰωανὰν,pendiente,
ἰωβὴδ,pendiente,
ἰωδὰ,pendiente,
ἰωνὰμ,pendiente,
ἰωνᾶ,pendiente,
ἰωνᾶς,pendiente,
ἰωράμ,pendiente,
ἰωρὰμ,pendiente,
ἰωρὶμ,pendiente,
ἰωσήφ,pendiente,
ἰωσίαν,pendiente,
ἰωσίας,pendiente,
ἰωσαφάτ,pendiente,
ἰωσαφὰτ,pendiente,
ἰωσὴφ,pendiente,
ἰωσὴχ,pendiente,
ἰωσῆτος,pendiente,
ἰόππην,pendiente,
ἰόππης,pendiente,
ἰόππῃ,pendiente,
ἰώμενος,pendiente,
ἰὸς,pendiente,
ἰὼβ,pendiente,
ἰᾶσθαι,pendiente,
ἰᾶταί,pendiente,
ἰᾶτο,pendiente,
ἰῶτα,pendiente,
ἱδρὼς,pendiente,
ἱεράτευμα,pendiente,
ἱερέα,pendiente,
ἱερέων,pendiente,
ἱεραπόλει,pendiente,
ἱερατείαν,pendiente,
ἱερατείας,pendiente,
ἱερατεύειν,pendiente,
ἱερεύς,pendiente,
ἱερεὺς,pendiente,
ἱερεῖ,pendiente,
ἱερεῖς,pendiente,
ἱερεῦσιν,pendiente,
ἱεροπρεπεῖς,pendiente,
ἱεροσολυμιτῶν,pendiente,
ἱεροσολυμῖται,pendiente,
ἱεροσολύμοις,pendiente,
ἱεροσολύμων,pendiente,
ἱεροσυλεῖς,pendiente,
ἱεροσόλυμα,pendiente,
ἱεροσύλους,pendiente,
ἱερουργοῦντα,pendiente,
ἱεροῦ,pendiente,
ἱερωσύνην,pendiente,
ἱερωσύνης,pendiente,
ἱερόθυτόν,pendiente,
ἱερόν,pendiente,
ἱερὰ,pendiente,
ἱερὸν,pendiente,
ἱερῷ,pendiente,
ἱκάνωσεν,pendiente,
ἱκαναί,pendiente,
ἱκαναὶ,pendiente,
ἱκαναῖς,pendiente,
ἱκανοί,pendiente,
ἱκανούς,pendiente,
ἱκανοὶ,pendiente,
ἱκανοὺς,pendiente,
ἱκανοῖς,pendiente,
ἱκανοῦ,pendiente,
ἱκανόν,pendiente,
ἱκανός,pendiente,
ἱκανότης,pendiente,
ἱκανώσαντι,pendiente,
ἱκανὰ,pendiente,
ἱκανὰς,pendiente,
ἱκανὸν,pendiente,
ἱκανὸς,pendiente,
ἱκανῶν,pendiente,
ἱκανῷ,pendiente,
ἱκετηρίας,pendiente,
ἱλάσθητί,pendiente,
ἱλάσκεσθαι,pendiente,
ἱλαρότητι,pendiente,
ἱλαρὸν,pendiente,
ἱλασμός,pendiente,
ἱλασμὸν,pendiente,
ἱλαστήριον,pendiente,
ἱμάντα,pendiente,
ἱμάτιά,pendiente,
ἱμάτια,pendiente,
ἱμάτιον,pendiente,
ἱμάτιόν,pendiente,
ἱματίοις,pendiente,
ἱματίου,pendiente,
ἱματίων,pendiente,
ἱματίῳ,pendiente,
ἱματισμένον,pendiente,
ἱματισμοῦ,pendiente,
ἱματισμόν,pendiente,
ἱματισμὸς,pendiente,
ἱματισμῷ,pendiente,
ἱμᾶσιν,pendiente,
ἱνατί,pendiente,
ἱππεῖς,pendiente,
ἱππικοῦ,pendiente,
ἱστάνομεν,pendiente,
ἱστορῆσαι,pendiente,
ἴασιν,pendiente,
ἴασπις,pendiente,
ἴαται,pendiente,
ἴδε,pendiente,
ἴδετε,pendiente,
ἴδητέ,pendiente,
ἴδητε,pendiente,
ἴδια,pendiente,
ἴδιοι,pendiente,
ἴδιον,pendiente,
ἴδιος,pendiente,
ἴδω,pendiente,
ἴδωμεν,pendiente,
ἴδωσιν,pendiente,
ἴδῃ,pendiente,
ἴδῃς,pendiente,
ἴσα,pendiente,
ἴσαι,pendiente,
ἴσασιν,pendiente,
ἴση,pendiente,
ἴσην,pendiente,
ἴσθι,pendiente,
ἴσον,pendiente,
ἴσους,pendiente,
ἴστε,pendiente,
ἴσχυεν,pendiente,
ἴσχυον,pendiente,
ἴσχυσαν,pendiente,
ἴσχυσας,pendiente,
ἴσχυσεν,pendiente,
ἴσως,pendiente,
ἴχνεσιν,pendiente,
ἵλεως,pendiente,
ἵλεώς,pendiente,
ἵνα,pendiente,
ἵπποις,pendiente,
ἵππος,pendiente,
ἵππου,pendiente,
ἵππους,pendiente,
ἵππων,pendiente,
ἶρις,pendiente,
ὀγδοήκοντα,pendiente,
ὀγδόῃ,pendiente,
ὀδυνώμενοι,pendiente,
ὀδυνᾶσαι,pendiente,
ὀδυνῶμαι,pendiente,
ὀδυρμόν,pendiente,
ὀδυρμὸς,pendiente,
ὀδόντα,pendiente,
ὀδόντας,pendiente,
ὀδόντες,pendiente,
ὀδόντος,pendiente,
ὀδόντων,pendiente,
ὀδύναις,pendiente,
ὀδύνη,pendiente,
ὀζίαν,pendiente,
ὀζίας,pendiente,
ὀθονίοις,pendiente,
ὀθονίων,pendiente,
ὀθόνην,pendiente,
ὀθόνια,pendiente,
ὀκνήσῃς,pendiente,
ὀκνηρέ,pendiente,
ὀκνηροί,pendiente,
ὀκνηρόν,pendiente,
ὀκταήμερος,pendiente,
ὀκτὼ,pendiente,
ὀλίγα,pendiente,
ὀλίγαι,pendiente,
ὀλίγας,pendiente,
ὀλίγην,pendiente,
ὀλίγης,pendiente,
ὀλίγοι,pendiente,
ὀλίγοις,pendiente,
ὀλίγον,pendiente,
ὀλίγος,pendiente,
ὀλίγου,pendiente,
ὀλίγων,pendiente,
ὀλίγῳ,pendiente,
ὀλιγοπιστίαν,pendiente,
ὀλιγοψύχους,pendiente,
ὀλιγόπιστε,pendiente,
ὀλιγόπιστοι,pendiente,
ὀλιγώρει,pendiente,
ὀλοθρευτοῦ,pendiente,
ὀλοθρεύων,pendiente,
ὀλολύζοντες,pendiente,
ὀλυμπᾶν,pendiente,
ὀλύνθους,pendiente,
ὀμμάτων,pendiente,
ὀμνύει,pendiente,
ὀμνύειν,pendiente,
ὀμνύετε,pendiente,
ὀμνύναι,pendiente,
ὀμνύουσιν,pendiente,
ὀμόσαι,pendiente,
ὀμόσας,pendiente,
ὀμόσῃ,pendiente,
ὀμόσῃς,pendiente,
ὀνάριον,pendiente,
ὀνήσιμον,pendiente,
ὀναίμην,pendiente,
ὀνειδίζειν,pendiente,
ὀνειδίζεσθε,pendiente,
ὀνειδίζοντος,pendiente,
ὀνειδίσωσιν,pendiente,
ὀνειδιζόντων,pendiente,
ὀνειδισμοὶ,pendiente,
ὀνειδισμοῖς,pendiente,
ὀνειδισμὸν,pendiente,
ὀνησίμῳ,pendiente,
ὀνησιφόρου,pendiente,
ὀνικὸς,pendiente,
ὀνομάζειν,pendiente,
ὀνομάζεται,pendiente,
ὀνομάζων,pendiente,
ὀνομάτων,pendiente,
ὀνομαζέσθω,pendiente,
ὀνομαζομένου,pendiente,
ὀνομαζόμενος,pendiente,
ὀνόμα,pendiente,
ὀνόματά,pendiente,
ὀνόματί,pendiente,
ὀνόματα,pendiente,
ὀνόματι,pendiente,
ὀνόματος,pendiente,
ὀνόματός,pendiente,
ὀξεῖα,pendiente,
ὀξεῖαν,pendiente,
ὀξεῖς,pendiente,
ὀξύ,pendiente,
ὀξὺ,pendiente,
ὀπίσω,pendiente,
ὀπαῖς,pendiente,
ὀπτανόμενος,pendiente,
ὀπτασίαν,pendiente,
ὀπτασίας,pendiente,
ὀπτασίᾳ,pendiente,
ὀπτοῦ,pendiente,
ὀπώρα,pendiente,
ὀπῆς,pendiente,
ὀρέγεται,pendiente,
ὀρέγονται,pendiente,
ὀρέξει,pendiente,
ὀρέων,pendiente,
ὀργή,pendiente,
ὀργήν,pendiente,
ὀργίζεσθε,pendiente,
ὀργίλον,pendiente,
ὀργιζόμενος,pendiente,
ὀργισθεὶς,pendiente,
ὀργυιὰς,pendiente,
ὀργὴ,pendiente,
ὀργὴν,pendiente,
ὀργῆς,pendiente,
ὀργῇ,pendiente,
ὀρεγόμενοι,pendiente,
ὀρεινὴν,pendiente,
ὀρεινῇ,pendiente,
ὀρθοποδοῦσιν,pendiente,
ὀρθοτομοῦντα,pendiente,
ὀρθριναὶ,pendiente,
ὀρθός,pendiente,
ὀρθὰς,pendiente,
ὀρθῶς,pendiente,
ὀρνέοις,pendiente,
ὀρνέου,pendiente,
ὀρφανούς,pendiente,
ὀρφανοὺς,pendiente,
ὀρχησαμένης,pendiente,
ὀσμὴ,pendiente,
ὀσμὴν,pendiente,
ὀσμῆς,pendiente,
ὀστέα,pendiente,
ὀστέων,pendiente,
ὀστοῦν,pendiente,
ὀστράκινα,pendiente,
ὀστρακίνοις,pendiente,
ὀσφύας,pendiente,
ὀσφύες,pendiente,
ὀσφύος,pendiente,
ὀσφύϊ,pendiente,
ὀσφὺν,pendiente,
ὀφείλει,pendiente,
ὀφείλεις,pendiente,
ὀφείλετε,pendiente,
ὀφείλημα,pendiente,
ὀφείλομεν,pendiente,
ὀφείλοντες,pendiente,
ὀφείλοντι,pendiente,
ὀφείλουσιν,pendiente,
ὀφειλάς,pendiente,
ὀφειλέται,pendiente,
ὀφειλέταις,pendiente,
ὀφειλέτης,pendiente,
ὀφειλήματα,pendiente,
ὀφειλόμενον,pendiente,
ὀφειλὴν,pendiente,
ὀφθέντες,pendiente,
ὀφθέντος,pendiente,
ὀφθήσεται,pendiente,
ὀφθήσομαί,pendiente,
ὀφθαλμοί,pendiente,
ὀφθαλμοδουλίαν,pendiente,
ὀφθαλμοδουλίᾳ,pendiente,
ὀφθαλμούς,pendiente,
ὀφθαλμοὶ,pendiente,
ὀφθαλμοὺς,pendiente,
ὀφθαλμοῖς,pendiente,
ὀφθαλμοῦ,pendiente,
ὀφθαλμός,pendiente,
ὀφθαλμὸν,pendiente,
ὀφθαλμὸς,pendiente,
ὀφθαλμῶν,pendiente,
ὀφθαλμῷ,pendiente,
ὀφθείς,pendiente,
ὀφρύος,pendiente,
ὀχλοποιήσαντες,pendiente,
ὀχλουμένους,pendiente,
ὀχυρωμάτων,pendiente,
ὀψάρια,pendiente,
ὀψάριον,pendiente,
ὀψία,pendiente,
ὀψίας,pendiente,
ὀψαρίων,pendiente,
ὀψωνίοις,pendiente,
ὀψόμεθα,pendiente,
ὀψώνια,pendiente,
ὀψώνιον,pendiente,
ὀψὲ,pendiente,
ὁ,pendiente,
ὁδεύων,pendiente,
ὁδηγήσει,pendiente,
ὁδηγεῖν,pendiente,
ὁδηγοὶ,pendiente,
ὁδηγοῦ,pendiente,
ὁδηγὸν,pendiente,
ὁδηγῇ,pendiente,
ὁδοί,pendiente,
ὁδοιπορίαις,pendiente,
ὁδοιπορίας,pendiente,
ὁδοιπορούντων,pendiente,
ὁδούς,pendiente,
ὁδοὶ,pendiente,
ὁδοὺς,pendiente,
ὁδοῖς,pendiente,
ὁδοῦ,pendiente,
ὁδόν,pendiente,
ὁδὸν,pendiente,
ὁδὸς,pendiente,
ὁδῶν,pendiente,
ὁδῷ,pendiente,
ὁλοκαυτωμάτων,pendiente,
ὁλοκαυτώματα,pendiente,
ὁλοκληρίαν,pendiente,
ὁλοτελεῖς,pendiente,
ὁλόκληροι,pendiente,
ὁλόκληρον,pendiente,
ὁμίχλαι,pendiente,
ὁμειρόμενοι,pendiente,
ὁμιλήσας,pendiente,
ὁμιλίαι,pendiente,
ὁμιλεῖν,pendiente,
ὁμοία,pendiente,
ὁμοίας,pendiente,
ὁμοίως,pendiente,
ὁμοίωσιν,pendiente,
ὁμοθυμαδὸν,pendiente,
ὁμοιοπαθεῖς,pendiente,
ὁμοιοπαθὴς,pendiente,
ὁμοιωθέντες,pendiente,
ὁμοιωθήσεται,pendiente,
ὁμοιωθῆναι,pendiente,
ὁμοιωθῆτε,pendiente,
ὁμοιότητα,pendiente,
ὁμοιώματα,pendiente,
ὁμοιώματι,pendiente,
ὁμοιώσω,pendiente,
ὁμοιώσωμεν,pendiente,
ὁμολογήσαντες,pendiente,
ὁμολογήσει,pendiente,
ὁμολογήσω,pendiente,
ὁμολογήσῃ,pendiente,
ὁμολογήσῃς,pendiente,
ὁμολογίαν,pendiente,
ὁμολογίας,pendiente,
ὁμολογεῖ,pendiente,
ὁμολογεῖται,pendiente,
ὁμολογουμένως,pendiente,
ὁμολογούντων,pendiente,
ὁμολογοῦντες,pendiente,
ὁμολογοῦσιν,pendiente,
ὁμολογῶ,pendiente,
ὁμολογῶμεν,pendiente,
ὁμολογῶν,pendiente,
ὁμοῦ,pendiente,
ὁμότεχνον,pendiente,
ὁμόφρονες,pendiente,
ὁπλίσασθε,pendiente,
ὁποίαν,pendiente,
